1.0207,1.0233,1.0093,1.0096
1.0108,1.0236,1.0043,1.0233
1.0233,1.0263,1.0111,1.0139
1.014,1.0216,1.0085,1.0203
1.0204,1.0246,1.0132,1.0154
1.0153,1.0187,1.0063,1.0063
1.0068,1.0098,1.0021,1.0033
1.0034,1.0211,0.999,1.0166
1.0166,1.0176,1.0036,1.0041
1.0041,1.005,0.9891,0.9908
0.9908,0.997,0.9894,0.9914
0.992,1.0026,0.9912,0.9996
0.9996,1.0207,0.9974,1.0189
1.0189,1.0222,1.0106,1.014
1.0137,1.0215,1.0055,1.0076
1.0076,1.0227,1.0069,1.0186
1.0164,1.0203,1.0123,1.0125
1.0125,1.0181,1.0077,1.0087
1.0087,1.0244,1.0078,1.0244
1.0244,1.0266,1.0164,1.0169
1.0168,1.0231,1.0095,1.0099
1.0079,1.0194,1.0079,1.0167
1.0166,1.0262,1.0158,1.0209
1.0208,1.0287,1.017,1.0243
1.0243,1.0294,1.0208,1.0289
1.0289,1.03,1.0198,1.0272
1.0265,1.0417,1.0264,1.0397
1.0398,1.0411,1.0346,1.0381
1.038,1.0496,1.0371,1.0485
1.0484,1.0489,1.0438,1.0467
1.0467,1.0523,1.0438,1.0465
1.0428,1.0446,1.0304,1.034
1.034,1.0363,1.0258,1.0318
1.0318,1.0362,1.0123,1.0175
1.0175,1.0223,1.0135,1.0137
1.0137,1.0196,1.0079,1.0188
1.0165,1.0192,1.0119,1.0163
1.0163,1.0206,1.0084,1.0099
1.0098,1.0132,1.0065,1.0096
1.0096,1.0232,1.0051,1.0228
1.0228,1.0261,1.0165,1.0166
1.0189,1.0284,1.0183,1.0269
1.027,1.0348,1.0231,1.034
1.034,1.0422,1.0326,1.0394
1.0394,1.0405,1.0319,1.0347
1.0347,1.0405,1.0296,1.0382
1.0364,1.0414,1.0334,1.0386
1.0386,1.0387,1.0262,1.0296
1.0296,1.0307,1.0208,1.0264
1.0263,1.028,1.02,1.0202
1.0202,1.0213,1.018,1.0198
1.0223,1.0232,1.0176,1.0194
1.0194,1.0215,1.0176,1.0184
1.0184,1.025,1.0125,1.0242
1.0242,1.0267,1.0197,1.0197
1.0198,1.022,1.0156,1.0208
1.02,1.0211,1.0173,1.0186
1.0186,1.0197,1.0076,1.0104
1.0103,1.0161,1.0102,1.0126
1.0126,1.0224,1.012,1.0196
1.0196,1.0285,1.0169,1.0283
1.0273,1.0317,1.0224,1.0233
1.0233,1.0239,1.0153,1.0154
1.0153,1.0209,1.0138,1.0193
1.0194,1.021,1.0139,1.019
1.019,1.0283,1.0163,1.023
1.0245,1.0253,1.0165,1.0178
1.0177,1.0187,1.0112,1.0149
1.015,1.0176,1.011,1.011
1.011,1.0127,1.007,1.0107
1.0106,1.0159,1.0106,1.013
1.0143,1.016,1.0052,1.0082
1.0083,1.0141,1.0071,1.0088
1.0088,1.0146,1.0027,1.0041
1.0042,1.0048,0.9981,1.0016
1.0016,1.004,0.9986,1.0016
1.0009,1.0069,1.0009,1.0013
1.0014,1.0053,0.9965,1.0024
1.0024,1.0047,0.9963,0.9984
0.9984,1.0008,0.9967,0.999
0.9991,1.0032,0.9926,0.9933
0.9942,0.9993,0.9928,0.9958
0.9958,0.9994,0.994,0.9944
0.9944,0.9989,0.9934,0.9959
0.9958,0.9979,0.9925,0.9946
0.9945,1.0038,0.9942,1.0011
1.0006,1.0015,0.9971,0.9995
0.9995,1.0025,0.9977,0.9988
0.9989,1.0003,0.9938,0.9998
0.9998,1.0051,0.9952,0.9964
0.9965,0.9984,0.994,0.9967
0.9929,0.9942,0.9906,0.9933
0.9933,0.9975,0.9923,0.9968
0.9967,1.0019,0.9953,0.9997
0.9997,1.0009,0.9952,0.9973
0.9973,1.0002,0.9965,0.9991
0.9984,1.0049,0.9975,0.9988
0.9988,0.999,0.9941,0.9952
0.9952,0.9956,0.9844,0.9897
0.9898,0.99,0.9841,0.9853
0.9852,0.9895,0.9847,0.9888
0.9892,0.9959,0.9884,0.9944
0.9944,1.0028,0.9935,1.0017
1.0017,1.0023,0.9972,0.9973
0.9973,0.9989,0.9891,0.9899
0.99,0.9931,0.9871,0.9903
0.9905,0.9946,0.9898,0.9925
0.9925,0.9925,0.9879,0.9886
0.9886,0.9943,0.9881,0.9931
0.9931,0.9947,0.9904,0.9914
0.9916,0.994,0.99,0.9915
0.9911,0.993,0.9859,0.9871
0.9871,0.9968,0.9867,0.9915
0.9914,0.9934,0.9873,0.992
0.992,1.0007,0.991,0.9992
0.9993,1.0034,0.9971,0.9976
0.998,0.9998,0.9905,0.9905
0.9905,0.9955,0.9899,0.9947
0.9947,0.9999,0.9946,0.9982
0.9982,1.0018,0.9961,0.9963
0.9963,0.9998,0.9951,0.9985
0.9954,0.999,0.9888,0.9904
0.9904,0.9928,0.9887,0.991
0.991,0.9973,0.9903,0.9962
0.9962,0.9998,0.9906,0.993
0.993,0.9985,0.9916,0.9969
0.9972,1.0001,0.9943,0.9975
0.9975,1.0044,0.9949,1.0043
1.0043,1.0051,1.0008,1.0037
1.0037,1.004,0.9939,0.9941
0.9942,0.9996,0.9926,0.9996
0.9985,1.0032,0.9973,0.9992
0.9992,1.0011,0.9865,0.9901
0.9901,0.9923,0.9881,0.991
0.991,0.9961,0.9878,0.9955
0.9955,0.9958,0.9896,0.9919
0.9922,0.9978,0.9904,0.991
0.9911,0.9928,0.9869,0.987
0.987,0.988,0.9823,0.9832
0.9831,0.9847,0.9805,0.9843
0.9843,0.9869,0.9799,0.9803
0.9802,0.9894,0.9802,0.9871
0.9871,0.9897,0.9832,0.9855
0.9855,0.9902,0.9848,0.9862
0.9861,0.9891,0.9827,0.9883
0.9883,0.9962,0.9861,0.9958
0.9956,0.9986,0.9926,0.993
0.9929,1.0021,0.9922,0.9985
0.9986,1.0062,0.9983,1.0024
1.0024,1.0031,0.9976,1.002
1.0019,1.0053,0.9953,1.0003
1.0002,1.0052,0.9991,1.0035
1.0035,1.0071,0.9989,1.0071
1.0071,1.0132,1.0054,1.0121
1.0121,1.0195,1.0104,1.0195
1.0195,1.0227,1.0138,1.0221
1.022,1.0245,1.0164,1.0173
1.0174,1.0233,1.0151,1.0205
1.0204,1.0294,1.0203,1.0251
1.0251,1.0295,1.0225,1.0269
1.0268,1.031,1.0245,1.0292
1.0263,1.0271,1.0223,1.0236
1.0236,1.0269,1.0206,1.022
1.022,1.031,1.0216,1.03
1.03,1.0365,1.0261,1.0327
1.0327,1.0441,1.032,1.041
1.0383,1.0445,1.0369,1.0392
1.0392,1.0425,1.036,1.0376
1.0377,1.0383,1.027,1.0275
1.0275,1.0296,1.021,1.0278
1.0277,1.0353,1.0258,1.0259
1.0222,1.0316,1.02,1.0316
1.0315,1.0324,1.0256,1.0263
1.0263,1.0301,1.0241,1.0301
1.0301,1.0302,1.0225,1.0225
1.0225,1.0256,1.0214,1.0215
1.0207,1.0278,1.0191,1.0242
1.0241,1.0242,1.0166,1.0176
1.0176,1.0231,1.0158,1.0181
1.0182,1.0294,1.0174,1.0294
1.0294,1.0299,1.0241,1.0244
1.027,1.0317,1.025,1.029
1.029,1.0296,1.0232,1.0236
1.0237,1.0267,1.0234,1.0248
1.0248,1.0361,1.0231,1.033
1.033,1.034,1.0164,1.0164
1.0165,1.02,1.0154,1.017
1.017,1.0171,1.0119,1.012
1.012,1.0141,1.0118,1.0127
1.0128,1.0156,1.01,1.0141
1.0141,1.0207,1.0139,1.0195
1.0204,1.022,1.0182,1.019
1.019,1.0228,1.0165,1.0224
1.0224,1.023,1.0172,1.0198
1.0198,1.0249,1.0176,1.019
1.0189,1.0202,1.0128,1.0138
1.0133,1.0172,1.0128,1.0148
1.0148,1.0168,1.0118,1.0118
1.0118,1.0149,1.0099,1.0101
1.0101,1.0105,1.0064,1.0072
1.0073,1.013,1.0069,1.0126
1.0139,1.0204,1.0129,1.0186
1.0186,1.0225,1.0157,1.0219
1.0219,1.023,1.0138,1.0153
1.0153,1.0165,1.0062,1.0098
1.0099,1.0105,1.003,1.0031
1.0039,1.0053,1.0013,1.0016
1.0015,1.0042,1.0002,1.003
1.003,1.0056,1.0002,1.0055
1.0055,1.0084,1.0002,1.0072
1.0072,1.0075,0.9979,1.0012
1.0014,1.002,0.9982,1.0001
1.0001,1.0013,0.9962,0.9968
0.9968,0.9988,0.9936,0.9941
0.9941,0.9949,0.9909,0.9909
0.991,0.997,0.9905,0.9909
0.9914,0.9939,0.9904,0.9924
0.9924,0.994,0.9905,0.9921
0.9922,0.9935,0.9886,0.9892
0.9892,0.9899,0.9859,0.9865
0.9864,0.99,0.9861,0.989
0.9889,0.9901,0.9874,0.9883
0.9883,0.9898,0.9841,0.989
0.9891,0.9947,0.9888,0.9913
0.9913,0.9948,0.9884,0.9937
0.9937,0.9947,0.9903,0.9921
0.9924,0.9924,0.9889,0.9906
0.9906,0.9917,0.9842,0.9881
0.9881,0.9898,0.9865,0.9892
0.9893,0.9931,0.9889,0.9924
0.9923,0.9929,0.9851,0.9861
0.9877,0.9878,0.985,0.9858
0.9857,0.9874,0.9842,0.9858
0.9858,0.9918,0.9855,0.9903
0.9903,0.9914,0.9808,0.9825
0.9826,0.9834,0.9765,0.9786
0.9773,0.9787,0.9753,0.9774
0.9775,0.9777,0.9713,0.973
0.9729,0.9767,0.9714,0.9761
0.9761,0.9773,0.9665,0.9683
0.9683,0.9721,0.9632,0.9713
0.9703,0.9759,0.9692,0.9746
0.9746,0.9765,0.973,0.9741
0.9741,0.9763,0.9724,0.9744
0.9744,0.9816,0.9744,0.9768
0.9767,0.9778,0.973,0.9762
0.9762,0.9817,0.9752,0.9785
0.9785,0.9809,0.9755,0.9804
0.9805,0.9859,0.9799,0.9854
0.9854,0.9855,0.979,0.9804
0.9805,0.9852,0.978,0.9837
0.9832,0.9852,0.9797,0.9822
0.9822,0.9843,0.9811,0.9841
0.984,0.9884,0.9838,0.9875
0.9875,0.9879,0.9799,0.9803
0.9803,0.9811,0.9734,0.9785
0.9786,0.98,0.975,0.9768
0.9768,0.9807,0.9743,0.9781
0.9781,0.9817,0.9767,0.9817
0.9817,0.9834,0.9763,0.9785
0.9784,0.9808,0.9766,0.98
0.9788,0.9811,0.9768,0.9806
0.9806,0.9877,0.9801,0.9865
0.9865,0.987,0.9771,0.9777
0.9778,0.9859,0.9764,0.9852
0.9852,0.9939,0.9844,0.9935
0.9933,0.9964,0.9916,0.9921
0.9921,0.9976,0.9901,0.9923
0.9923,0.9957,0.9888,0.9935
0.9934,0.9953,0.9902,0.9947
0.9947,0.9993,0.994,0.9967
0.9979,1.001,0.9976,1.0009
1.0009,1.0019,0.9982,0.999
0.999,1.0013,0.9959,1
1.0001,1.0013,0.9959,0.9966
0.9965,0.9983,0.992,0.9957
0.9956,0.9976,0.9939,0.9962
0.9962,0.9966,0.991,0.9919
0.992,0.9982,0.9874,0.9966
0.9966,1.0003,0.9947,1.0002
1.0002,1.0033,0.9983,1.0016
1,1.0006,0.9984,0.9997
0.9997,1.0035,0.9989,1.002
1.002,1.004,0.9997,1.0038
1.0038,1.0041,1.0004,1.0008
1.0008,1.0055,0.9995,1.0011
1.0006,1.0017,0.9954,0.9963
0.9962,0.999,0.9954,0.9967
0.9967,0.9991,0.9957,0.9962
0.9962,0.9981,0.9952,0.997
0.997,0.9981,0.9915,0.9927
0.9926,0.9959,0.9916,0.9933
0.9933,0.9947,0.9904,0.9943
0.9944,0.9961,0.9917,0.992
0.9919,0.9938,0.991,0.9923
0.9924,0.9951,0.9921,0.9942
0.9933,0.9951,0.9914,0.995
0.995,0.9953,0.9914,0.9926
0.9927,0.9941,0.9907,0.9915
0.9915,0.9926,0.9892,0.9913
0.9913,0.9933,0.9876,0.9883
0.9871,0.9888,0.9862,0.9862
0.9862,0.988,0.9857,0.986
0.986,0.9865,0.9825,0.9844
0.9843,0.9854,0.9823,0.9847
0.9848,0.9865,0.9831,0.9855
0.9861,0.988,0.9832,0.9833
0.9834,0.9859,0.9832,0.9856
0.9855,0.9886,0.9848,0.9886
0.9886,0.9896,0.9869,0.9875
0.9875,0.9952,0.9872,0.9931
0.9932,0.9944,0.9912,0.9913
0.9918,0.995,0.9912,0.9941
0.9942,0.9958,0.9908,0.9951
0.995,0.997,0.9937,0.9968
0.9962,0.9969,0.993,0.9955
0.9876,0.988,0.9836,0.9847
0.9849,0.9883,0.9842,0.9878
0.9877,0.9923,0.9848,0.9871
0.9864,0.9884,0.9852,0.9858
0.9858,0.9883,0.9843,0.9866
0.9865,0.988,0.9854,0.9875
0.9875,0.988,0.9831,0.9831
0.9831,0.9853,0.9815,0.9847
0.9841,0.9866,0.9831,0.9836
0.9836,0.9867,0.9831,0.9842
0.9841,0.9877,0.9837,0.9858
0.9858,0.9886,0.9843,0.9856
0.9856,0.9946,0.9853,0.9915
0.9918,0.9938,0.9908,0.9927
0.9928,0.9946,0.9908,0.9917
0.9917,1.0004,0.9903,0.9991
0.9991,1.0036,0.9989,1.0024
1.0025,1.01,1.002,1.0057
1.0064,1.01,1.006,1.0062
1.0062,1.0066,1.0007,1.0007
1.0007,1.0052,1.0007,1.0011
1.0012,1.0034,0.9957,0.9971
0.9971,1.0004,0.9964,0.9964
0.9966,0.9992,0.9947,0.9987
0.9987,0.9994,0.9953,0.9954
0.9955,0.9989,0.9949,0.9956
0.9955,0.9993,0.9931,0.9977
0.9977,1.0035,0.997,1.002
1.0025,1.0083,1.0024,1.0046
1.0047,1.0088,1.002,1.0021
1.0021,1.0043,1.0011,1.0017
1.0017,1.0024,0.9999,1.0008
1.0009,1.0082,1.0002,1.0062
1.0072,1.0121,1.0057,1.0106
1.0105,1.0137,1.01,1.0112
1.0113,1.0185,1.0108,1.0164
1.0165,1.0207,1.0162,1.0184
1.0184,1.0256,1.0158,1.0212
1.0221,1.0277,1.0216,1.0261
1.026,1.0302,1.0239,1.026
1.026,1.0277,1.0227,1.0228
1.0228,1.0313,1.0216,1.0305
1.0306,1.0342,1.0262,1.0266
1.0273,1.031,1.0268,1.0272
1.0272,1.0294,1.0256,1.0269
1.0268,1.0336,1.0254,1.0318
1.0319,1.0329,1.0284,1.0293
1.0292,1.0314,1.0234,1.0282
1.0283,1.0294,1.0254,1.0259
1.026,1.0284,1.0249,1.026
1.0259,1.0294,1.0245,1.0279
1.0279,1.0283,1.0211,1.0221
1.0221,1.0231,1.018,1.0193
1.0224,1.0251,1.0204,1.0216
1.0216,1.0284,1.0215,1.0275
1.0275,1.0276,1.0238,1.0257
1.0256,1.0263,1.0199,1.0248
1.0248,1.0264,1.022,1.0231
1.0231,1.0235,1.0187,1.0215
1.0215,1.0217,1.0158,1.0162
1.0162,1.0195,1.0149,1.0163
1.0163,1.0173,1.0145,1.0164
1.0164,1.0181,1.0151,1.0167
1.0175,1.0182,1.016,1.0167
1.0167,1.0168,1.0124,1.0146
1.0146,1.0154,1.0124,1.0145
1.0145,1.0166,1.0105,1.0127
1.0127,1.0236,1.0124,1.0176
1.018,1.0214,1.0156,1.0166
1.0166,1.0175,1.0134,1.0163
1.0163,1.0168,1.0139,1.0142
1.0141,1.0156,1.0083,1.0102
1.0102,1.0145,1.0093,1.0133
1.0143,1.0259,1.0133,1.0254
1.0255,1.0257,1.0203,1.0209
1.0208,1.0293,1.0207,1.0265
1.0265,1.0276,1.0229,1.0262
1.0262,1.0269,1.0231,1.0264
1.0255,1.0285,1.0246,1.0255
1.0255,1.0284,1.025,1.0257
1.0257,1.0278,1.0246,1.0255
1.0255,1.0259,1.0185,1.0199
1.0199,1.0214,1.0157,1.0165
1.0167,1.0169,1.0108,1.0112
1.0112,1.0124,1.0055,1.0073
1.0072,1.0099,1.0051,1.0081
1.0082,1.0109,1.0059,1.0104
1.0103,1.0132,1.0074,1.0075
1.0071,1.0095,1.0064,1.0067
1.0067,1.0083,1.0036,1.0042
1.0042,1.0059,1.0018,1.003
1.0029,1.0089,1.0013,1.0067
1.0067,1.0151,1.0063,1.0099
1.0118,1.0133,1.0082,1.0105
1.0105,1.0182,1.009,1.018
1.018,1.0219,1.0157,1.0157
1.0156,1.0207,1.0148,1.0193
1.0193,1.0312,1.018,1.0279
1.0283,1.0295,1.0216,1.0241
1.0241,1.0321,1.0235,1.0266
1.0266,1.0387,1.025,1.0366
1.0366,1.0393,1.0286,1.0302
1.0302,1.0355,1.0299,1.0316
1.0306,1.0342,1.0304,1.0339
1.034,1.0408,1.0325,1.0397
1.0397,1.0421,1.0346,1.0351
1.0351,1.0388,1.0296,1.0297
1.0296,1.0381,1.0295,1.0374
1.0373,1.0374,1.0261,1.0277
1.0276,1.0361,1.0274,1.0341
1.0341,1.038,1.0327,1.0344
1.0344,1.0367,1.0198,1.0263
1.0263,1.0287,1.0167,1.0193
1.0219,1.0224,1.0169,1.0193
1.0193,1.0251,1.0175,1.0188
1.0188,1.0217,1.0155,1.021
1.021,1.0225,1.0147,1.0155
1.0156,1.0186,1.0136,1.0168
1.0173,1.0204,1.0149,1.0184
1.0184,1.0216,1.0176,1.0211
1.0211,1.0286,1.0173,1.0272
1.0272,1.0393,1.0267,1.0387
1.0387,1.0488,1.0363,1.0455
1.048,1.0555,1.0469,1.0499
1.05,1.0547,1.0457,1.0514
1.0514,1.0527,1.0457,1.0472
1.0471,1.0504,1.0424,1.0476
1.0476,1.0553,1.0453,1.0516
1.0529,1.0533,1.0487,1.0495
1.0496,1.0578,1.0492,1.0544
1.0543,1.0564,1.0502,1.0503
1.0503,1.0557,1.0472,1.0514
1.0514,1.0608,1.0511,1.0581
1.0583,1.0585,1.0546,1.0556
1.0556,1.0573,1.0513,1.0526
1.0526,1.054,1.0447,1.0463
1.0463,1.0471,1.0326,1.0366
1.0367,1.0404,1.0359,1.0393
1.0385,1.0433,1.038,1.0427
1.0427,1.0442,1.0363,1.0369
1.0369,1.0439,1.0355,1.0405
1.0405,1.0439,1.0375,1.0377
1.0377,1.0393,1.0355,1.0366
1.0363,1.0367,1.0321,1.0334
1.0333,1.0348,1.0277,1.0286
1.0286,1.0324,1.0262,1.0311
1.0313,1.0319,1.0255,1.0279
1.0279,1.0303,1.0262,1.0275
1.0283,1.0286,1.0252,1.0265
1.0265,1.031,1.0258,1.0303
1.0303,1.0335,1.0245,1.0275
1.0276,1.0351,1.0265,1.0345
1.0345,1.0402,1.0339,1.0388
1.039,1.0403,1.0359,1.0359
1.036,1.0391,1.0348,1.0375
1.0375,1.0445,1.0367,1.0422
1.0422,1.043,1.0304,1.0326
1.0326,1.0353,1.0275,1.0286
1.0298,1.0316,1.028,1.0306
1.0306,1.0348,1.0302,1.0343
1.0343,1.037,1.0318,1.0341
1.0341,1.0364,1.03,1.0304
1.0305,1.036,1.0293,1.0335
1.0333,1.0347,1.0314,1.034
1.0341,1.04,1.034,1.0391
1.0392,1.0484,1.0391,1.0481
1.0482,1.0529,1.0469,1.0511
1.051,1.0566,1.0494,1.05
1.0512,1.0514,1.0502,1.0506
1.0507,1.0532,1.0496,1.0498
1.0499,1.0538,1.047,1.0475
1.0476,1.0509,1.0472,1.0487
1.0488,1.0539,1.0478,1.0534
1.0535,1.0556,1.0507,1.0529
1.0528,1.0537,1.0524,1.0533
1.0534,1.0556,1.0515,1.0552
1.0553,1.0558,1.0507,1.0536
1.0535,1.054,1.0474,1.0492
1.0493,1.0514,1.0474,1.0502
1.0501,1.0503,1.0379,1.0407
1.0407,1.0413,1.0399,1.0409
1.041,1.0416,1.0358,1.0375
1.0375,1.0378,1.0329,1.0352
1.0353,1.0364,1.0311,1.0312
1.0313,1.0334,1.0304,1.0325
1.0324,1.0349,1.0321,1.0345
1.0312,1.0318,1.0303,1.0305
1.0306,1.0325,1.0281,1.0315
1.0315,1.0333,1.0273,1.0296
1.0296,1.0317,1.02,1.0227
1.0228,1.0268,1.0181,1.0268
1.0267,1.0301,1.0261,1.0297
1.0306,1.0309,1.0298,1.0299
1.0298,1.0305,1.0273,1.0284
1.0283,1.0309,1.0268,1.0301
1.0302,1.0317,1.0284,1.0315
1.0316,1.0339,1.0301,1.0309
1.0308,1.033,1.0297,1.0301
1.0315,1.0317,1.0311,1.0311
1.0312,1.0324,1.0274,1.0321
1.0322,1.0335,1.0286,1.0328
1.0329,1.0355,1.0322,1.0331
1.0331,1.0338,1.0311,1.0325
1.0326,1.0339,1.0289,1.029
1.0298,1.0303,1.0291,1.0297
1.0298,1.0332,1.0295,1.0314
1.0313,1.0372,1.0306,1.0356
1.0355,1.0406,1.0352,1.039
1.0391,1.0418,1.037,1.0404
1.0404,1.0411,1.0339,1.0353
1.0366,1.0368,1.0356,1.0363
1.0363,1.0368,1.0341,1.0355
1.0356,1.039,1.033,1.0377
1.0378,1.0384,1.0324,1.0329
1.0328,1.033,1.0279,1.0298
1.0298,1.03,1.0276,1.0293
1.0289,1.0294,1.0289,1.0292
1.0291,1.0305,1.0288,1.0303
1.0304,1.0308,1.0269,1.0291
1.029,1.0395,1.0281,1.038
1.038,1.0437,1.0365,1.0417
1.0418,1.0459,1.0409,1.0452
1.0447,1.0448,1.044,1.0441
1.0442,1.045,1.0427,1.0443
1.0444,1.0469,1.0426,1.0469
1.0468,1.0498,1.0439,1.0478
1.0478,1.0488,1.0411,1.0429
1.043,1.0452,1.041,1.0418
1.0418,1.042,1.0414,1.0415
1.0415,1.0426,1.0396,1.042
1.042,1.046,1.0415,1.0449
1.0451,1.0458,1.041,1.0419
1.0418,1.0462,1.0404,1.0452
1.0452,1.0502,1.0444,1.0476
1.0483,1.0485,1.048,1.0483
1.0484,1.0484,1.0464,1.0469
1.0468,1.0507,1.0462,1.0491
1.0492,1.0495,1.0443,1.0447
1.0448,1.0524,1.0438,1.0468
1.0469,1.0483,1.0441,1.0445
1.0436,1.0438,1.0436,1.0438
1.0437,1.044,1.0413,1.04322
1.04323,1.0485,1.04153,1.04552
1.04552,1.04736,1.0436,1.04568
1.04567,1.05263,1.04551,1.05192
1.05194,1.05685,1.05145,1.05148
1.05232,1.05495,1.05216,1.05474
1.05474,1.05831,1.05253,1.05254
1.05253,1.05583,1.052,1.05424
1.05424,1.06025,1.05313,1.05918
1.05918,1.05979,1.05711,1.05873
1.05871,1.06283,1.05593,1.0613
1.06205,1.06244,1.06166,1.06228
1.06227,1.0654,1.06139,1.06437
1.06434,1.06726,1.06311,1.06399
1.06399,1.07072,1.06382,1.06782
1.06783,1.06992,1.06244,1.06476
1.06477,1.07084,1.06223,1.06382
1.06446,1.06554,1.06405,1.0655
1.0655,1.06698,1.06255,1.06364
1.06365,1.06458,1.06008,1.06053
1.06051,1.06199,1.05843,1.05924
1.05928,1.06561,1.05607,1.06441
1.06441,1.0669,1.05802,1.05863
1.05926,1.05947,1.05855,1.05894
1.05895,1.05961,1.05723,1.05929
1.05929,1.0618,1.05763,1.06037
1.06038,1.07194,1.06013,1.07172
1.07173,1.07274,1.06607,1.06727
1.0673,1.07374,1.06279,1.06381
1.06387,1.06438,1.06352,1.06431
1.06429,1.06529,1.05817,1.06166
1.06166,1.06348,1.06055,1.06326
1.06287,1.06381,1.06261,1.06381
1.0638,1.06499,1.06161,1.06496
1.06496,1.07187,1.06194,1.07072
1.0701,1.07074,1.06933,1.07069
1.07069,1.07274,1.06362,1.06447
1.06447,1.06567,1.06165,1.06217
1.06404,1.06472,1.06401,1.06458
1.06457,1.06777,1.05884,1.067
1.067,1.06721,1.06025,1.06342
1.0632,1.06398,1.06308,1.06315
1.06316,1.06805,1.06087,1.06613
1.06615,1.07814,1.06593,1.07751
1.07749,1.08305,1.07734,1.08234
1.08233,1.08744,1.08187,1.08462
1.08462,1.09459,1.08376,1.08962
1.09049,1.0909,1.09035,1.09061
1.09061,1.09291,1.08423,1.08823
1.08823,1.0959,1.08788,1.09484
1.09485,1.09911,1.092,1.09488
1.09487,1.09627,1.09051,1.09333
1.09332,1.09835,1.0926,1.09602
1.09622,1.0969,1.09577,1.09664
1.09665,1.09721,1.09293,1.09546
1.09545,1.10188,1.09467,1.09706
1.09706,1.11045,1.09535,1.11033
1.11033,1.11733,1.10921,1.11131
1.11131,1.11372,1.10519,1.10852
1.10622,1.10704,1.10612,1.10625
1.10625,1.1118,1.10315,1.11156
1.11155,1.11771,1.10782,1.11455
1.11453,1.11864,1.11021,1.11825
1.11826,1.11997,1.11507,1.11577
1.11577,1.12244,1.10873,1.11229
1.11102,1.11271,1.11101,1.11237
1.11238,1.11333,1.10412,1.11085
1.11085,1.11235,1.10482,1.10847
1.10846,1.1121,1.10371,1.10784
1.10784,1.11224,1.10502,1.10699
1.10701,1.10792,1.09673,1.10313
1.10242,1.10407,1.10242,1.10378
1.10379,1.10622,1.10185,1.10574
1.10573,1.10904,1.10025,1.10122
1.10121,1.10251,1.0976,1.09965
1.09965,1.10263,1.09542,1.09782
1.09782,1.09899,1.09403,1.09739
1.09843,1.09869,1.09527,1.09628
1.09577,1.09764,1.09401,1.09494
