Year,Month,Day,Open,High,Low,Close,Volumn,Return,QPL1,QPL2,QPL3,QPL4,QPL-1,QPL-2,QPL-3,QPL-4
2017,3,15,1.34787000,1.34843000,1.32961000,1.33028000,142157,0.99888119,1.33161630,1.33478724,1.33875827,1.34322811,1.31745670,1.32185542,1.32578798,1.32894504
2017,3,14,1.34449000,1.34952000,1.34389000,1.34787000,125580,1.01322278,1.34922397,1.35243684,1.35646038,1.36098932,1.33487714,1.33933402,1.34331858,1.34651739
2017,3,13,1.34497000,1.34753000,1.34304000,1.34451000,133860,0.99750718,1.34586060,1.34906545,1.35307896,1.35759662,1.33154953,1.33599530,1.33996993,1.34316076
2017,3,10,1.35070000,1.35146000,1.34211000,1.34642000,142865,1.00142059,1.34777251,1.35098192,1.35500114,1.35952521,1.33344112,1.33789321,1.34187348,1.34506884
2017,3,9,1.34864000,1.35345000,1.34824000,1.35099000,124546,1.00339419,1.35234711,1.35556741,1.35960026,1.36413969,1.33796707,1.34243427,1.34642805,1.34963426
2017,3,8,1.34133000,1.35001000,1.33976000,1.34864000,114925,0.99826053,1.34999474,1.35320945,1.35723529,1.36176681,1.33563972,1.34009915,1.34408598,1.34728661
2017,3,7,1.34086000,1.34350000,1.33832000,1.34130000,133042,0.99455748,1.34264737,1.34584458,1.34984851,1.35435537,1.32837048,1.33280563,1.33677077,1.33995398
2017,3,6,1.33789000,1.34246000,1.33720000,1.34086000,136328,0.99967196,1.34220693,1.34540309,1.34940570,1.35391109,1.32793472,1.33236842,1.33633225,1.33951442
2017,3,3,1.33890000,1.34366000,1.33718000,1.33750000,132818,0.99749415,1.33884355,1.34203170,1.34602429,1.35051839,1.32460711,1.32902970,1.33298360,1.33615779
2017,3,2,1.33249000,1.34017000,1.33226000,1.33890000,133723,1.00104673,1.34024496,1.34343645,1.34743321,1.35193201,1.32599361,1.33042083,1.33437887,1.33755639
2017,3,1,1.33001000,1.33575000,1.32843000,1.33248000,125535,0.99520502,1.33381851,1.33699469,1.34097229,1.34544952,1.31963550,1.32404149,1.32798055,1.33114283
2017,2,28,1.31776000,1.33137000,1.31647000,1.33001000,101920,0.99814631,1.33134603,1.33451632,1.33848655,1.34295548,1.31718931,1.32158713,1.32551889,1.32867531
2017,2,27,1.30981000,1.31806000,1.30831000,1.31797000,89897,0.99094744,1.31929394,1.32243553,1.32636982,1.33079829,1.30526537,1.30962338,1.31351955,1.31664739
2017,2,24,1.31035000,1.31180000,1.30570000,1.31000000,86304,0.99395282,1.31131593,1.31443853,1.31834902,1.32275072,1.29737219,1.30170385,1.30557646,1.30868539
2017,2,23,1.31625000,1.31700000,1.30824000,1.31029000,94750,1.00022137,1.31160622,1.31472951,1.31864087,1.32304354,1.29765940,1.30199202,1.30586548,1.30897510
2017,2,22,1.31405000,1.32097000,1.31097000,1.31624000,73916,1.00454098,1.31756220,1.32069967,1.32462879,1.32905145,1.30355204,1.30790433,1.31179539,1.31491913
2017,2,21,1.31037000,1.31647000,1.30992000,1.31405000,60208,0.99833617,1.31537000,1.31850225,1.32242483,1.32684014,1.30138315,1.30572820,1.30961279,1.31273133
2017,2,20,1.30954000,1.31194000,1.30740000,1.31039000,75738,0.99721472,1.31170632,1.31482985,1.31874151,1.32314451,1.29775843,1.30209138,1.30596514,1.30907500
2017,2,17,1.30687000,1.31259000,1.30599000,1.30911000,80589,0.99902319,1.31042504,1.31354551,1.31745335,1.32185205,1.29649077,1.30081949,1.30468947,1.30779628
2017,2,16,1.30762000,1.30799000,1.30094000,1.30688000,82206,0.99829655,1.30819280,1.31130796,1.31520914,1.31960035,1.29428227,1.29860361,1.30246700,1.30556852
2017,2,15,1.30732000,1.31193000,1.30641000,1.30762000,76432,1.00056623,1.30893354,1.31205046,1.31595385,1.32034755,1.29501514,1.29933892,1.30320450,1.30630778
2017,2,14,1.30705000,1.31065000,1.30246000,1.30731000,82992,0.99976293,1.30862323,1.31173941,1.31564188,1.32003453,1.29470812,1.29903089,1.30289554,1.30599809
2017,2,13,1.30822000,1.31213000,1.30547000,1.30711000,95528,0.99984701,1.30842303,1.31153873,1.31544060,1.31983259,1.29451005,1.29883215,1.30269622,1.30579829
2017,2,10,1.31445000,1.31578000,1.30632000,1.30806000,89543,1.00072679,1.30937398,1.31249195,1.31639666,1.32079183,1.29545089,1.29977614,1.30364301,1.30674734
2017,2,9,1.31433000,1.31680000,1.30943000,1.31443000,107783,1.00486981,1.31575038,1.31888354,1.32280726,1.32722384,1.30175949,1.30610580,1.30999150,1.31311095
2017,2,8,1.31814000,1.32001000,1.31347000,1.31435000,117721,0.99993914,1.31567030,1.31880327,1.32272675,1.32714306,1.30168026,1.30602630,1.30991177,1.31303103
2017,2,7,1.30826000,1.32122000,1.30740000,1.31848000,119724,1.00314224,1.31980445,1.32294726,1.32688307,1.33131326,1.30577045,1.31013015,1.31402783,1.31715688
2017,2,6,1.30252000,1.31355000,1.30070000,1.30826000,128186,0.99224865,1.30957418,1.31269263,1.31659793,1.32099378,1.29564897,1.29997487,1.30384234,1.30694714
2017,2,3,1.30245000,1.30755000,1.29922000,1.30308000,139910,0.99604054,1.30438898,1.30749508,1.31138492,1.31576336,1.29051890,1.29482768,1.29867983,1.30177234
2017,2,2,1.30478000,1.30516000,1.29802000,1.30245000,139059,0.99951653,1.30375835,1.30686295,1.31075090,1.31512723,1.28989497,1.29420167,1.29805196,1.30114297
2017,2,1,1.30291000,1.31021000,1.30272000,1.30477000,159658,1.00178126,1.30608068,1.30919081,1.31308569,1.31746981,1.29219261,1.29650697,1.30036412,1.30346064
2017,1,31,1.31166000,1.31235000,1.29688000,1.30292000,124393,0.99858213,1.30422882,1.30733454,1.31122390,1.31560181,1.29036044,1.29466869,1.29852037,1.30161250
2017,1,30,1.31215000,1.31688000,1.30767000,1.31165000,122205,1.00670033,1.31296759,1.31609412,1.32000954,1.32441678,1.29900629,1.30334340,1.30722089,1.31033374
2017,1,27,1.30883000,1.31516000,1.30841000,1.31467000,135450,1.00230244,1.31599062,1.31912435,1.32304878,1.32746617,1.30199718,1.30634428,1.31023069,1.31335070
2017,1,26,1.30671000,1.31302000,1.30533000,1.30883000,141525,0.99555782,1.31014475,1.31326456,1.31717156,1.32156933,1.29621347,1.30054126,1.30441041,1.30751656
2017,1,25,1.31554000,1.31636000,1.30610000,1.30685000,150749,0.99848720,1.30816277,1.31127785,1.31517895,1.31957006,1.29425256,1.29857380,1.30243710,1.30553855
2017,1,24,1.32376000,1.32988000,1.31057000,1.31555000,143573,1.00665723,1.31687150,1.32000733,1.32393439,1.32835474,1.30286869,1.30721870,1.31110772,1.31422982
2017,1,23,1.33227000,1.33347000,1.32209000,1.32376000,139216,1.00624074,1.32508975,1.32824515,1.33219672,1.33664465,1.31099955,1.31537671,1.31929000,1.32243158
2017,1,20,1.33168000,1.33873000,1.32839000,1.33196000,139969,1.00619448,1.33329799,1.33647293,1.34044898,1.34492446,1.31912051,1.32352478,1.32746231,1.33062335
2017,1,19,1.32688000,1.33532000,1.32525000,1.33180000,140245,0.99987988,1.33313783,1.33631239,1.34028796,1.34476290,1.31896205,1.32336579,1.32730285,1.33046351
2017,1,18,1.30417000,1.32709000,1.30388000,1.32687000,135732,0.99629824,1.32820288,1.33136569,1.33532654,1.33978492,1.31407957,1.31846702,1.32238950,1.32553846
2017,1,17,1.31728000,1.31894000,1.30183000,1.30418000,103384,0.98289961,1.30549008,1.30859881,1.31249193,1.31687407,1.29160830,1.29592071,1.29977611,1.30287123
2017,1,16,1.31352000,1.31878000,1.31184000,1.31723000,133018,1.01000629,1.31855319,1.32169302,1.32562510,1.33005109,1.30453250,1.30888807,1.31278205,1.31590814
2017,1,13,1.31436000,1.31679000,1.31108000,1.31197000,134815,0.99600677,1.31328791,1.31641520,1.32033158,1.32473989,1.29932320,1.30366138,1.30753981,1.31065341
2017,1,12,1.31774000,1.31851000,1.30294000,1.31433000,126096,1.00179882,1.31565028,1.31878320,1.32270662,1.32712286,1.30166045,1.30600643,1.30989184,1.31301105
2017,1,11,1.32314000,1.32936000,1.31193000,1.31772000,106376,1.00257926,1.31904368,1.32218468,1.32611822,1.33054586,1.30501778,1.30937496,1.31327039,1.31639764
2017,1,10,1.32140000,1.32571000,1.31917000,1.32311000,107413,1.00409040,1.32443910,1.32759295,1.33154258,1.33598832,1.31035582,1.31473083,1.31864219,1.32178223
2017,1,9,1.32434000,1.32770000,1.31967000,1.32150000,116999,0.99878317,1.32282748,1.32597749,1.32992231,1.33436265,1.30876134,1.31313102,1.31703763,1.32017385
2017,1,6,1.32230000,1.32677000,1.31771000,1.32337000,135408,1.00141506,1.32469936,1.32785383,1.33180423,1.33625085,1.31061331,1.31498918,1.31890131,1.32204197
2017,1,5,1.32947000,1.33126000,1.31914000,1.32230000,147112,0.99919146,1.32362829,1.32678020,1.33072741,1.33517044,1.30955363,1.31392596,1.31783493,1.32097305
2017,1,4,1.34244000,1.34570000,1.32817000,1.33006000,129067,1.00586856,1.33139608,1.33456649,1.33853687,1.34300597,1.31723882,1.32163681,1.32556872,1.32872526
2017,1,3,1.34403000,1.34604000,1.33987000,1.34240000,141412,1.00927778,1.34374848,1.34694830,1.35095552,1.35546608,1.32945987,1.33389867,1.33786705,1.34105288
2016,12,30,1.34936000,1.35072000,1.34007000,1.34465000,119918,1.00167610,1.34600074,1.34920593,1.35321986,1.35773798,1.33168818,1.33613442,1.34010946,1.34330062
2016,12,29,1.35540000,1.35597000,1.34810000,1.35016000,113389,1.00409772,1.35151627,1.35473460,1.35876497,1.36330161,1.33714507,1.34160952,1.34560085,1.34880509
2016,12,28,1.35666000,1.35984000,1.35389000,1.35592000,100864,1.00426616,1.35728206,1.36051411,1.36456168,1.36911767,1.34284955,1.34733304,1.35134140,1.35455931
2016,12,27,1.35243000,1.35802000,1.35167000,1.35665000,102047,1.00053838,1.35801279,1.36124659,1.36529634,1.36985478,1.34357251,1.34805842,1.35206894,1.35528858
2016,12,23,1.34740000,1.35565000,1.34740000,1.35340000,129879,0.99760439,1.35475953,1.35798557,1.36202562,1.36657315,1.34035384,1.34482900,1.34882991,1.35204184
2016,12,22,1.34080000,1.35204000,1.34080000,1.34760000,107757,0.99571450,1.34895370,1.35216592,1.35618866,1.36071669,1.33460975,1.33906573,1.34304950,1.34624766
2016,12,21,1.33641000,1.34271000,1.33577000,1.34115000,112396,0.99521371,1.34249722,1.34569407,1.34969755,1.35420391,1.32822192,1.33265658,1.33662128,1.33980413
2016,12,20,1.34010000,1.34338000,1.33597000,1.33653000,107806,0.99655520,1.33787258,1.34105842,1.34504810,1.34953894,1.32364646,1.32806584,1.33201688,1.33518877
2016,12,19,1.33383000,1.34225000,1.33174000,1.34069000,145303,1.00311254,1.34203676,1.34523251,1.34923462,1.35373943,1.32776636,1.33219949,1.33616283,1.33934459
2016,12,16,1.33349000,1.33920000,1.33179000,1.33393000,183268,0.99495782,1.33526997,1.33844961,1.34243153,1.34691364,1.32107152,1.32548231,1.32942566,1.33259138
2016,12,15,1.32816000,1.34171000,1.32657000,1.33347000,135752,0.99965515,1.33480951,1.33798805,1.34196860,1.34644916,1.32061595,1.32502522,1.32896721,1.33213184
2016,12,14,1.31284000,1.32945000,1.30807000,1.32782000,105860,0.99576293,1.32915383,1.33231890,1.33628259,1.34074417,1.31502042,1.31941100,1.32333629,1.32648751
2016,12,13,1.31248000,1.31398000,1.31020000,1.31282000,126180,0.98870329,1.31413876,1.31726808,1.32118699,1.32559817,1.30016501,1.30450599,1.30838694,1.31150256
2016,12,12,1.31555000,1.31602000,1.31084000,1.31296000,99588,1.00010664,1.31427890,1.31740856,1.32132789,1.32573953,1.30030366,1.30464511,1.30852647,1.31164242
2016,12,9,1.31894000,1.32123000,1.31526000,1.31773000,104538,1.00363301,1.31905369,1.32219472,1.32612829,1.33055596,1.30502768,1.30938490,1.31328036,1.31640763
2016,12,8,1.32317000,1.32502000,1.31840000,1.31900000,98383,1.00096378,1.32032497,1.32346902,1.32740638,1.33183832,1.30628544,1.31064686,1.31454607,1.31767636
2016,12,7,1.32757000,1.32961000,1.32230000,1.32320000,102562,1.00318423,1.32452919,1.32768325,1.33163315,1.33607920,1.31044495,1.31482026,1.31873189,1.32187214
2016,12,6,1.32704000,1.33113000,1.32520000,1.32759000,136085,1.00331771,1.32892360,1.33208812,1.33605113,1.34051193,1.31479263,1.31918246,1.32310706,1.32625774
2016,12,5,1.32846000,1.33550000,1.32357000,1.32704000,125736,0.99958572,1.32837305,1.33153626,1.33549762,1.33995657,1.31424794,1.31863594,1.32255892,1.32570829
2016,12,2,1.33168000,1.33190000,1.32548000,1.32849000,140075,1.00109266,1.32982450,1.33299117,1.33695686,1.34142069,1.31568396,1.32007676,1.32400403,1.32715684
2016,12,1,1.34352000,1.34380000,1.33006000,1.33168000,152564,1.00240122,1.33301771,1.33619198,1.34016719,1.34464174,1.31884321,1.32324655,1.32718325,1.33034363
2016,11,30,1.34308000,1.34635000,1.33566000,1.34369000,130880,1.00901868,1.34503977,1.34824267,1.35225374,1.35676863,1.33073744,1.33518050,1.33915270,1.34234158
2016,11,29,1.34112000,1.34808000,1.33999000,1.34308000,148117,0.99954603,1.34442916,1.34763061,1.35163985,1.35615270,1.33013332,1.33457436,1.33854476,1.34173219
2016,11,28,1.34961000,1.35369000,1.33966000,1.34111000,126724,0.99853322,1.34245718,1.34565393,1.34965729,1.35416352,1.32818231,1.33261683,1.33658141,1.33976417
2016,11,25,1.34857000,1.35343000,1.34535000,1.35168000,99680,1.00788153,1.35303780,1.35625975,1.36029466,1.36483640,1.33865042,1.34311990,1.34711572,1.35032356
2016,11,24,1.34866000,1.35351000,1.34762000,1.34859000,132284,0.99771396,1.34994469,1.35315928,1.35718497,1.36171633,1.33559020,1.34004946,1.34403615,1.34723667
2016,11,23,1.34379000,1.35164000,1.34238000,1.34870000,142420,1.00008157,1.35005480,1.35326965,1.35729567,1.36182740,1.33569914,1.34015877,1.34414578,1.34734655
2016,11,22,1.34170000,1.34671000,1.33776000,1.34397000,145350,0.99649292,1.34532005,1.34852362,1.35253552,1.35705136,1.33101474,1.33545872,1.33943175,1.34262130
2016,11,21,1.34929000,1.35134000,1.33863000,1.34170000,165930,0.99831097,1.34304777,1.34624593,1.35025105,1.35475927,1.32876662,1.33320310,1.33716942,1.34035358
2016,11,18,1.35202000,1.35641000,1.34924000,1.35086000,140079,1.00682716,1.35221697,1.35543697,1.35946943,1.36400842,1.33783832,1.34230509,1.34629849,1.34950439
2016,11,17,1.34455000,1.35254000,1.33997000,1.35203000,155243,1.00086611,1.35338815,1.35661093,1.36064689,1.36518981,1.33899704,1.34346768,1.34746454,1.35067321
2016,11,16,1.34468000,1.35055000,1.34046000,1.34456000,174844,0.99447497,1.34591065,1.34911562,1.35312928,1.35764710,1.33159905,1.33604499,1.34001976,1.34321071
2016,11,15,1.35531000,1.35608000,1.34439000,1.34480000,198713,1.00017850,1.34615089,1.34935644,1.35337081,1.35788944,1.33183674,1.33628347,1.34025895,1.34345047
2016,11,14,1.35068000,1.35884000,1.35062000,1.35546000,225293,1.00792683,1.35682160,1.36005255,1.36409875,1.36865320,1.34239398,1.34687596,1.35088295,1.35409977
2016,11,11,1.34676000,1.35481000,1.34559000,1.35318000,217632,0.99831791,1.35453931,1.35776483,1.36180422,1.36635100,1.34013596,1.34461040,1.34861065,1.35182206
2016,11,10,1.34226000,1.35085000,1.33862000,1.34688000,225986,0.99534430,1.34823298,1.35144348,1.35546407,1.35998968,1.33389669,1.33835029,1.34233193,1.34552838
2016,11,9,1.32870000,1.35227000,1.32622000,1.34224000,140024,0.99655500,1.34358832,1.34678776,1.35079450,1.35530452,1.32930141,1.33373968,1.33770759,1.34089304
2016,11,8,1.33672000,1.33910000,1.32849000,1.32861000,138272,0.98984533,1.32994462,1.33311158,1.33707763,1.34154186,1.31580280,1.32019600,1.32412362,1.32727672
2016,11,7,1.33490000,1.34174000,1.33432000,1.33635000,143290,1.00582564,1.33769240,1.34087781,1.34486696,1.34935719,1.32346819,1.32788698,1.33183748,1.33500895
2016,11,4,1.33952000,1.34654000,1.33860000,1.33996000,142811,1.00270139,1.34130603,1.34450004,1.34849997,1.35300233,1.32704339,1.33147412,1.33543529,1.33861533
2016,11,3,1.33901000,1.34024000,1.33615000,1.33963000,141030,0.99975372,1.34097569,1.34416892,1.34816786,1.35266912,1.32671657,1.33114621,1.33510641,1.33828566
2016,11,2,1.33942000,1.34234000,1.33594000,1.33922000,151908,0.99969395,1.34056528,1.34375753,1.34775525,1.35225513,1.32631053,1.33073880,1.33469779,1.33787607
2016,11,1,1.34107000,1.34254000,1.33532000,1.33889000,144026,0.99975359,1.34023495,1.34342641,1.34742315,1.35192191,1.32598371,1.33041089,1.33436891,1.33754640
2016,10,31,1.34196000,1.34237000,1.33750000,1.34077000,151483,1.00140415,1.34211684,1.34531278,1.34931513,1.35382021,1.32784558,1.33227899,1.33624256,1.33942451
2016,10,28,1.33813000,1.34332000,1.33525000,1.33954000,146563,0.99908262,1.34088560,1.34407861,1.34807729,1.35257824,1.32662744,1.33105678,1.33501671,1.33819575
2016,10,27,1.33747000,1.34068000,1.33528000,1.33857000,145287,0.99927587,1.33991463,1.34310533,1.34710111,1.35159880,1.32566679,1.33009292,1.33404999,1.33722672
2016,10,26,1.33496000,1.33844000,1.33142000,1.33795000,155644,0.99953682,1.33929401,1.34248323,1.34647716,1.35097277,1.32505277,1.32947685,1.33343208,1.33660734
2016,10,25,1.32855000,1.33710000,1.32769000,1.33497000,142728,0.99777271,1.33631101,1.33949313,1.34347816,1.34796376,1.32210149,1.32651572,1.33046214,1.33363033
2016,10,24,1.33269000,1.33978000,1.32849000,1.32855000,153778,0.99519090,1.32988456,1.33305138,1.33701725,1.34148127,1.31574338,1.32013638,1.32406382,1.32721678
2016,10,21,1.32283000,1.33548000,1.32250000,1.33327000,156358,1.00355275,1.33460931,1.33778737,1.34176733,1.34624721,1.32041788,1.32482649,1.32876788,1.33193204
2016,10,20,1.31128000,1.32328000,1.31097000,1.32285000,156404,0.99218463,1.32417884,1.32733206,1.33128092,1.33572579,1.31009833,1.31447247,1.31838307,1.32152250
2016,10,19,1.31076000,1.31415000,1.30059000,1.31132000,143391,0.99128397,1.31263726,1.31576300,1.31967743,1.32408357,1.29867947,1.30301549,1.30689200,1.31000407
2016,10,18,1.31272000,1.31394000,1.30545000,1.31073000,150080,0.99955007,1.31204666,1.31517100,1.31908367,1.32348782,1.29809516,1.30242923,1.30630400,1.30941466
2016,10,17,1.31409000,1.31829000,1.31189000,1.31278000,172395,1.00156401,1.31409872,1.31722795,1.32114674,1.32555778,1.30012540,1.30446625,1.30834707,1.31146260
2016,10,14,1.31910000,1.32198000,1.31022000,1.31411000,184994,1.00101312,1.31543006,1.31856245,1.32248522,1.32690072,1.30144258,1.30578782,1.30967258,1.31279127
2016,10,13,1.32748000,1.33066000,1.31859000,1.31918000,174007,1.00385812,1.32050515,1.32364963,1.32758753,1.33202007,1.30646370,1.31082572,1.31472546,1.31785618
2016,10,12,1.32636000,1.32876000,1.32086000,1.32757000,170715,1.00636001,1.32890358,1.33206806,1.33603100,1.34049173,1.31477283,1.31916258,1.32308713,1.32623776
2016,10,11,1.31747000,1.32726000,1.31629000,1.32637000,134399,0.99909609,1.32770237,1.33086399,1.33482335,1.33928005,1.31358439,1.31797018,1.32189118,1.32503896
2016,10,10,1.32578000,1.32783000,1.31393000,1.31749000,167785,0.99330504,1.31881345,1.32195390,1.32588676,1.33031362,1.30478999,1.30914642,1.31304117,1.31616787
2016,10,7,1.32174000,1.33131000,1.31866000,1.32902000,130591,1.00875149,1.33035504,1.33352297,1.33749024,1.34195585,1.31620885,1.32060340,1.32453224,1.32768630
2016,10,6,1.31741000,1.32487000,1.31737000,1.32175000,137438,0.99452980,1.32307773,1.32622834,1.33017391,1.33461508,1.30900893,1.31337944,1.31728678,1.32042360
2016,10,5,1.31906000,1.32320000,1.31607000,1.31748000,151187,0.99676943,1.31880344,1.32194387,1.32587669,1.33030352,1.30478009,1.30913648,1.31303120,1.31615788
2016,10,4,1.31189000,1.32152000,1.31102000,1.31903000,135405,1.00117649,1.32035500,1.32349912,1.32743657,1.33186861,1.30631515,1.31067667,1.31457597,1.31770633
2016,10,3,1.31073000,1.31442000,1.30678000,1.31192000,148848,0.99460968,1.31323786,1.31636503,1.32028126,1.32468941,1.29927369,1.30361169,1.30748998,1.31060346
2016,9,30,1.31448000,1.31948000,1.30864000,1.31163000,193776,0.99977895,1.31294757,1.31607405,1.31998941,1.32439658,1.29898648,1.30332353,1.30720096,1.31031376
2016,9,29,1.30790000,1.31837000,1.30478000,1.31448000,244729,1.00217287,1.31580043,1.31893371,1.32285757,1.32727432,1.30180901,1.30615548,1.31004133,1.31316090
2016,9,28,1.31962000,1.32692000,1.30760000,1.30790000,236969,0.99499422,1.30921382,1.31233141,1.31623564,1.32063028,1.29529244,1.29961715,1.30348355,1.30658750
2016,9,27,1.32270000,1.32804000,1.31635000,1.31962000,193121,1.00896093,1.32094559,1.32409112,1.32803033,1.33246435,1.30689946,1.31126293,1.31516398,1.31829574
2016,9,26,1.31580000,1.32437000,1.31359000,1.32270000,226726,1.00233401,1.32402869,1.32718156,1.33112996,1.33557433,1.30994977,1.31432342,1.31823358,1.32137265
2016,9,23,1.30408000,1.31807000,1.30294000,1.31640000,218899,0.99523702,1.31772236,1.32086021,1.32478981,1.32921301,1.30371050,1.30806332,1.31195485,1.31507897
2016,9,22,1.30938000,1.30954000,1.29999000,1.30412000,237518,0.99067153,1.30543002,1.30853860,1.31243155,1.31681349,1.29154887,1.29586109,1.29971632,1.30281129
2016,9,21,1.31932000,1.32364000,1.30851000,1.30938000,224262,1.00403337,1.31069531,1.31381643,1.31772507,1.32212468,1.29675817,1.30108778,1.30495855,1.30806601
2016,9,20,1.31991000,1.32429000,1.31840000,1.31932000,199075,1.00759138,1.32064529,1.32379010,1.32772842,1.33216143,1.30660235,1.31096483,1.31486499,1.31799604
2016,9,19,1.32187000,1.32194000,1.31352000,1.31975000,129158,1.00032593,1.32107572,1.32422156,1.32816116,1.33259562,1.30702821,1.31139211,1.31529354,1.31842561
2016,9,16,1.31589000,1.32479000,1.31417000,1.32163000,140752,1.00142451,1.32295761,1.32610793,1.33005314,1.33449392,1.30889009,1.31326020,1.31716719,1.32030372
2016,9,15,1.31945000,1.32357000,1.31305000,1.31590000,128259,0.99566444,1.31722186,1.32035852,1.32428662,1.32870814,1.30321532,1.30756649,1.31145654,1.31457947
2016,9,14,1.31748000,1.32084000,1.31280000,1.31948000,149023,1.00272057,1.32080545,1.32395065,1.32788944,1.33232299,1.30676081,1.31112382,1.31502445,1.31815588
2016,9,13,1.30392000,1.31898000,1.30296000,1.31754000,133219,0.99852972,1.31886350,1.32200407,1.32593708,1.33036411,1.30483951,1.30919610,1.31309100,1.31621782
2016,9,12,1.30475000,1.31235000,1.30306000,1.30397000,118941,0.98970050,1.30527987,1.30838810,1.31228059,1.31666203,1.29140032,1.29571204,1.29956682,1.30266144
2016,9,9,1.29370000,1.30527000,1.29103000,1.30477000,118891,1.00061351,1.30608068,1.30919081,1.31308569,1.31746981,1.29219261,1.29650697,1.30036412,1.30346064
2016,9,8,1.28836000,1.29380000,1.28509000,1.29369000,110532,0.99150808,1.29498955,1.29807327,1.30193507,1.30628197,1.28121941,1.28549714,1.28932154,1.29239176
2016,9,7,1.28431000,1.29141000,1.28225000,1.28835000,108966,0.99587227,1.28964418,1.29271517,1.29656104,1.30088999,1.27593089,1.28019096,1.28399957,1.28705712
2016,9,6,1.29281000,1.29331000,1.28268000,1.28432000,90697,0.99687197,1.28561013,1.28867152,1.29250536,1.29682076,1.27193974,1.27618648,1.27998318,1.28303116
2016,9,5,1.29798000,1.29974000,1.29062000,1.29288000,119043,1.00666501,1.29417873,1.29726052,1.30111991,1.30546408,1.28041722,1.28469227,1.28851427,1.29158257
2016,9,2,1.31017000,1.31143000,1.29801000,1.29860000,110806,1.00442423,1.29990448,1.30299990,1.30687637,1.31123976,1.28608208,1.29037605,1.29421496,1.29729683
2016,9,1,1.31037000,1.31476000,1.30827000,1.31020000,112557,1.00893270,1.31151613,1.31463920,1.31855030,1.32295266,1.29757027,1.30190259,1.30577579,1.30888519
2016,8,31,1.30984000,1.31455000,1.30797000,1.31037000,103736,1.00012975,1.31168630,1.31480978,1.31872138,1.32312432,1.29773863,1.30207151,1.30594521,1.30905502
2016,8,30,1.30091000,1.31034000,1.30091000,1.30986000,108552,0.99961080,1.31117579,1.31429805,1.31820813,1.32260935,1.29723354,1.30156474,1.30543693,1.30854553
2016,8,29,1.29928000,1.30475000,1.29847000,1.30098000,116827,0.99322065,1.30228687,1.30538797,1.30927153,1.31364292,1.28843914,1.29274098,1.29658692,1.29967444
2016,8,26,1.29230000,1.30116000,1.28312000,1.29951000,88681,0.99887008,1.30081539,1.30391298,1.30779217,1.31215861,1.28698331,1.29128028,1.29512188,1.29820592
2016,8,25,1.29262000,1.29394000,1.28989000,1.29221000,104435,0.99438250,1.29350806,1.29658825,1.30044564,1.30478756,1.27975368,1.28402652,1.28784653,1.29091324
2016,8,24,1.29138000,1.29576000,1.29015000,1.29259000,101200,1.00029407,1.29388844,1.29696954,1.30082806,1.30517126,1.28013002,1.28440411,1.28822525,1.29129286
2016,8,23,1.29456000,1.29483000,1.28587000,1.29138000,105865,0.99906389,1.29267723,1.29575544,1.29961035,1.30394948,1.27893168,1.28320177,1.28701934,1.29008408
2016,8,22,1.28904000,1.29653000,1.28732000,1.29457000,109097,1.00247023,1.29587043,1.29895625,1.30282068,1.30717053,1.28209093,1.28637157,1.29019856,1.29327088
2016,8,19,1.27816000,1.28917000,1.27729000,1.28647000,116036,0.99374310,1.28776229,1.29082880,1.29466906,1.29899169,1.27406901,1.27832287,1.28212592,1.28517900
2016,8,18,1.28433000,1.28583000,1.27637000,1.27818000,118615,0.99355601,1.27946397,1.28251071,1.28632622,1.29062100,1.26585892,1.27008537,1.27386391,1.27689732
2016,8,17,1.28618000,1.29178000,1.28309000,1.28433000,120939,1.00481153,1.28562014,1.28868155,1.29251542,1.29683086,1.27194964,1.27619642,1.27999314,1.28304115
2016,8,16,1.29230000,1.29336000,1.27988000,1.28618000,86711,1.00144044,1.28747200,1.29053782,1.29437721,1.29869887,1.27378181,1.27803470,1.28183690,1.28488929
2016,8,15,1.29490000,1.29757000,1.29016000,1.29230000,100495,1.00475828,1.29359815,1.29667856,1.30053621,1.30487844,1.27984281,1.28411595,1.28793623,1.29100315
2016,8,12,1.29927000,1.29928000,1.29243000,1.29478000,107288,1.00191906,1.29608064,1.29916696,1.30303202,1.30738258,1.28229891,1.28658024,1.29040786,1.29348066
2016,8,11,1.30559000,1.30796000,1.29578000,1.29934000,114434,1.00352183,1.30064522,1.30374241,1.30762108,1.31198696,1.28681495,1.29111136,1.29495246,1.29803609
2016,8,10,1.31176000,1.31242000,1.29903000,1.30564000,92742,1.00484862,1.30695155,1.31006375,1.31396123,1.31834828,1.29305422,1.29737146,1.30123118,1.30432977
2016,8,9,1.31516000,1.31898000,1.31091000,1.31178000,83030,1.00470267,1.31309772,1.31622456,1.32014037,1.32454804,1.29913504,1.30347258,1.30735045,1.31046360
2016,8,8,1.31797000,1.31897000,1.31363000,1.31516000,99114,1.00257665,1.31648111,1.31961601,1.32354191,1.32796094,1.30248245,1.30683117,1.31071904,1.31384021
2016,8,5,1.30173000,1.32002000,1.30090000,1.31680000,106288,1.00124700,1.31812276,1.32126157,1.32519236,1.32961690,1.30410664,1.30846079,1.31235350,1.31547857
2016,8,4,1.30666000,1.30891000,1.29959000,1.30176000,105130,0.98857837,1.30306765,1.30617061,1.31005651,1.31443051,1.28921162,1.29351604,1.29736429,1.30045366
